time,open,high,low,close,volume
2026-01-01 00:00:00+00:00,2650.9934283060225,2651.7549432342266,2650.0218954988713,2651.7549432342266,100
2026-01-01 00:05:00+00:00,2650.525121556576,2650.9088389211524,2648.1563023333147,2650.9088389211524,100
2026-01-01 00:10:00+00:00,2649.586172784706,2650.4000128500847,2648.8910462454874,2649.3533079079207,100
2026-01-01 00:15:00+00:00,2650.070097327838,2652.9400176948247,2647.4827205790684,2649.7889535632175,100
2026-01-01 00:20:00+00:00,2648.0444350871694,2648.515806086062,2646.6823989738878,2647.338283236502,100
2026-01-01 00:25:00+00:00,2650.9757326250124,2651.3143970757424,2650.263358531906,2650.263358531906,100
2026-01-01 00:30:00+00:00,2649.886967175962,2650.0748161851348,2648.1604768098287,2650.0748161851348,100
2026-01-01 00:35:00+00:00,2648.6856897961247,2649.611828888379,2647.7831298777805,2649.611828888379,100
2026-01-01 00:40:00+00:00,2648.658695346649,2650.2452617400827,2647.4248779784944,2648.0482735216633,100
2026-01-01 00:45:00+00:00,2649.0764225366584,2652.015927722478,2647.0841434633107,2649.1748531545927,100
2026-01-01 00:50:00+00:00,2650.5533556966493,2650.810408118434,2650.3798832730668,2650.4028038488545,100
2026-01-01 00:55:00+00:00,2647.5963117159145,2648.6760780285067,2646.905353559475,2648.124872829024,100
2026-01-01 01:00:00+00:00,2648.2835482950513,2650.9281085280954,2647.797422340959,2648.0910071548433,100
2026-01-01 01:05:00+00:00,2646.9297042944395,2647.8472187277007,2645.3832050106957,2647.3953443539976,100
2026-01-01 01:10:00+00:00,2645.251269247994,2645.739041811555,2644.7543741008885,2645.739041811555,100
2026-01-01 01:15:00+00:00,2644.2929207723037,2644.5714092372996,2642.6334183112945,2643.6948174602635,100
2026-01-01 01:20:00+00:00,2645.917972417092,2647.9523324599486,2645.809957234722,2646.419738866038,100
2026-01-01 01:25:00+00:00,2646.6412444671873,2647.608924099095,2646.0991510589247,2647.4102627504203,100
2026-01-01 01:30:00+00:00,2646.5695923889675,2648.9165578726884,2642.639974732833,2646.9805436411552,100
2026-01-01 01:35:00+00:00,2646.743686525444,2647.1921975511427,2645.7499020681435,2645.7499020681435,100
2026-01-01 01:40:00+00:00,2646.304342749769,2646.8400116070366,2644.0875016826567,2646.0452076406323,100
2026-01-01 01:45:00+00:00,2644.687355543983,2645.4399911093597,2643.3142523674296,2644.8517310988127,100
2026-01-01 01:50:00+00:00,2643.627835136449,2644.397736286119,2643.4822188124267,2644.1121576317155,100
2026-01-01 01:55:00+00:00,2642.2237289486943,2642.715222168591,2641.4919714746284,2641.4919714746284,100
2026-01-01 02:00:00+00:00,2642.8159695028235,2643.2075524110933,2642.6986759361357,2642.6986759361357,100
2026-01-01 02:05:00+00:00,2639.9852280187224,2640.6161960028703,2639.4711562439325,2639.5840893841114,100
2026-01-01 02:10:00+00:00,2639.66265659539,2640.268732880612,2636.8333777435746,2639.749945501806,100
2026-01-01 02:15:00+00:00,2640.177757376836,2640.289426250485,2637.299600553887,2640.164500439111,100
2026-01-01 02:20:00+00:00,2640.298217796718,2643.9930809654456,2640.009676349546,2640.4489914678848,100
2026-01-01 02:25:00+00:00,2640.2287942573075,2641.9818113137367,2638.514560035535,2640.604760773651,100
2026-01-01 02:30:00+00:00,2641.8108581513934,2643.1749393335854,2639.706666684989,2641.1099326199974,100
2026-01-01 02:35:00+00:00,2642.984572338994,2646.270255777709,2641.498767851298,2642.701423474193,100
2026-01-01 02:40:00+00:00,2643.183875069169,2643.9390885503435,2640.8578799225697,2643.218156556572,100
2026-01-01 02:45:00+00:00,2641.059267641717,2641.8342348442256,2639.6801312903663,2641.8342348442256,100
2026-01-01 02:50:00+00:00,2639.4927610570444,2639.975853331353,2638.27248523099,2638.8773288988273,100
2026-01-01 02:55:00+00:00,2639.947680926253,2641.9083950576764,2637.536456074411,2640.039997855519,100
2026-01-01 03:00:00+00:00,2640.4674465147496,2641.6401808224155,2638.6120204484323,2639.8072182082074,100
2026-01-01 03:05:00+00:00,2641.5113296459836,2641.956806655833,2641.135590370465,2641.684553750732,100
2026-01-01 03:10:00+00:00,2640.1512802028265,2640.4996607485677,2639.7116714928784,2639.7941044938134,100
2026-01-01 03:15:00+00:00,2643.882829225116,2644.593578606484,2642.095873979312,2644.211106029433,100
2026-01-01 03:20:00+00:00,2641.9334658846615,2643.114092790275,2640.19557251615,2641.5231247254856,100
2026-01-01 03:25:00+00:00,2643.86021814315,2644.808614634477,2642.6271279031585,2644.808614634477,100
2026-01-01 03:30:00+00:00,2643.3694419111443,2644.5000461576806,2642.0351702667062,2642.9615367686615,100
2026-01-01 03:35:00+00:00,2643.215238492316,2643.726966454541,2642.800202293321,2643.6288301168343,100
2026-01-01 03:40:00+00:00,2643.2412422760717,2645.4215433918075,2642.8442570262146,2644.6013268593665,100
2026-01-01 03:45:00+00:00,2644.492576971602,2645.778313306226,2642.88623822451,2644.7338131792235,100
2026-01-01 03:50:00+00:00,2644.04565140095,2645.1166521420882,2643.33579496409,2644.0092369446215,100
2026-01-01 03:55:00+00:00,2642.352063964813,2644.624334801842,2641.6822915367125,2642.780263361975,100
2026-01-01 04:00:00+00:00,2642.7802514530736,2644.6488596211416,2642.520480064297,2642.972910142938,100
2026-01-01 04:05:00+00:00,2641.012536580671,2641.2431242395896,2640.441051431756,2640.441051431756,100
2026-01-01 04:10:00+00:00,2641.728111301368,2642.56928809092,2640.103534436605,2642.2550123273854,100
2026-01-01 04:15:00+00:00,2638.9727725654534,2640.3795101253263,2638.2002196646404,2639.2296655409095,100
2026-01-01 04:20:00+00:00,2640.0028679380657,2645.781965174048,2639.146532172026,2640.570650758156,100
2026-01-01 04:25:00+00:00,2641.910871465052,2642.8879583420107,2641.4379675980913,2642.2903560752984,100
2026-01-01 04:30:00+00:00,2640.365221035977,2640.720448946087,2639.6371757142333,2640.40615810567,100
2026-01-01 04:35:00+00:00,2644.9945381693237,2647.7954359582113,2643.965147883762,2644.188180233729,100
2026-01-01 04:40:00+00:00,2644.050674437745,2645.684100333196,2643.5118020487803,2643.5118020487803,100
2026-01-01 04:45:00+00:00,2642.6200670192247,2643.6394636426267,2641.524517071649,2642.7282963140156,100
2026-01-01 04:50:00+00:00,2642.7112106990326,2643.688611220441,2639.495294565045,2643.0281702101915,100
2026-01-01 04:55:00+00:00,2638.660925525717,2639.087142193115,2637.6682458285645,2639.087142193115,100
2026-01-01 05:00:00+00:00,2637.0758840488515,2637.508761645937,2636.318403130381,2637.508761645937,100
2026-01-01 05:05:00+00:00,2634.67529123474,2635.1770430885017,2633.962873267999,2634.348626618453,100
2026-01-01 05:10:00+00:00,2638.2061997153023,2638.813672281744,2636.3148737837996,2638.66513068883,100
2026-01-01 05:15:00+00:00,2642.4505121093275,2643.999210000154,2640.1714571603966,2642.2083950728943,100
